-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	548.735480672062	-1	-1	-1	-1	820.255349436466	-1	437.379391565606	-1	-1	313.695201226318	-1	-1	-1	-1	-1	-1	-1	-1	465.233276507066
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	459.940254872711	-1	-1	-1	-1	503.80776132465	-1	352.568602155258	-1	-1	-1	-1	-1	-1	334.493476200514	-1	-1	-1	524.938590122655	-1	477.254805820644	-1	-1	-1	-1	-1	-1	464.028122480497	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	457.225920966549	552.279771495332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	344.312394568152	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	156.803718374839	-1	-1	-1	411.547948368936	-1	-1	-1	-1	-1	-1	304.230042968592	-1	407.160700326008
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	315.84085105687	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	278.039501363112	-1	-1	-1	-1	-1	309.191064894067	-1	-1	-1	498.556100665509	-1	-1	-1	-1	-1	514.88699219213	591.839318569428
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	403.433415507219	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	440.489813126602	-1	-1	-1	450.133049091456	-1	-1	-1	-1	-1	-1	574.992519897826
-1	-1	-1	-1	-1	-1	-1	-1	258.799482981214	323.749437672883	-1	-1	-1	-1	407.062852724014	-1	-1	374.619230361425	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	595.151094073438	-1	-1	-1	-1	-1	-1	-1	390.412351107936	410.077100570846	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	545.297811980345	-1	-1	-1	-1	-1	-1	-1	510.33570198958	316.750648319649	449.187401187726	-1	-1	-1	-1	-1	-1	-1	-1	479.314976946387	-1	416.266033308458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	258.799482981214	545.297811980345	-1	526.171591154133	-1	-1	-1	-1	296.92459314219	-1	-1	431.446170953417	-1	-1	-1	-1	449.685429499157	-1	-1	-1	-1	-1	-1	364.544149001128	-1	-1	-1	-1	-1	-1	-1	421.398143524038	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	323.749437672883	-1	526.171591154133	-1	-1	-1	-1	-1	484.185666986381	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	312.040932633893	473.987872281813	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	415.030783649076	500.119275580994	-1	389.006182514262	-1	-1	-1	-1	-1	-1	-1	-1	403.313537084201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	364.531194989186	-1	406.77153916581	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	415.030783649076	-1	320.713442520092	-1	433.05465516909	-1	-1	-1	-1	-1	-1	-1	328.323438235789	497.336055601094	-1	-1	452.251962446821	-1	-1	-1	-1	-1	-1	-1	-1	283.338227248144	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500.119275580994	320.713442520092	-1	-1	-1	-1	-1	-1	-1	438.093899783715	-1	648.191813508129	-1	288.049135973735	-1	-1	521.430295925706	-1	-1	-1	-1	-1	-1	-1	-1	136.686747311715	-1	-1	-1	-1	-1	-1
-1	459.940254872711	-1	-1	315.84085105687	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477.25690335941	-1	-1	528.218838506598	-1	-1	-1	504.712551915894	-1	-1	-1	-1	552.232404976764	-1	-1	-1	281.607070389895	-1
-1	-1	-1	-1	-1	-1	407.062852724014	-1	296.92459314219	484.185666986381	389.006182514262	433.05465516909	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	463.233196824069	-1	-1	-1	-1	-1	-1	577.183719778858	-1	-1	-1	-1	-1	-1	-1	216.129699618437	-1	-1	-1	-1
-1	-1	-1	-1	-1	403.433415507219	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	488.237370401119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	457.225920966549	-1	-1	-1	-1	510.33570198958	-1	-1	-1	-1	-1	-1	-1	-1	-1	459.426489223318	295.748108518448	-1	-1	-1	-1	-1	-1	-1	-1	597.163563114554	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	552.279771495332	-1	-1	-1	374.619230361425	316.750648319649	431.446170953417	-1	-1	-1	-1	-1	-1	-1	459.426489223318	-1	582.836466063703	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	541.096157766903	-1	-1	-1	-1	-1	-1	-1	-1	439.355873240384	-1	-1	-1
-1	503.80776132465	-1	-1	-1	-1	-1	449.187401187726	-1	-1	-1	-1	-1	-1	-1	-1	295.748108518448	582.836466063703	-1	-1	442.121347281986	-1	-1	-1	-1	-1	-1	311.06340267018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	438.093899783715	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	303.80802858961	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	461.591674648644	-1	-1	-1	-1	-1	-1
-1	352.568602155258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	442.121347281986	-1	-1	-1	-1	-1	-1	-1	-1	511.221848475168	-1	-1	-1	-1	-1	550.518253549247	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	648.191813508129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	407.911813525417	-1	-1	-1	-1	-1	733.712388235568	-1	-1	-1	-1	-1	-1	661.178084632111	-1	-1
548.735480672062	-1	-1	-1	-1	-1	-1	-1	449.685429499157	-1	-1	328.323438235789	-1	-1	463.233196824069	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	428.732973334707	-1	-1	338.130195611629	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	403.313537084201	497.336055601094	288.049135973735	-1	-1	-1	-1	-1	-1	303.80802858961	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	220.173584136579	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	278.039501363112	-1	-1	-1	-1	-1	-1	-1	-1	477.25690335941	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	456.919109217566	-1	-1	-1	268.887723588855	-1	439.006750618521	-1	-1	-1	532.705687926016	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	302.399820168766	-1	152.365650269044	-1	-1	-1	-1	-1	-1	514.517974948971	-1
