99999	99999	99999	99999	99999	434.573118005254	99999	218.228645458088	99999	99999	99999	608.535302838981	99999	99999	99999	99999	647.88035309665	99999	411.558977699785	99999
99999	99999	582.322915155186	99999	99999	99999	99999	99999	99999	406.566735371231	354.777896934529	99999	248.900606061764	612.249342904	99999	99999	99999	99999	99999	99999
99999	582.322915155186	99999	99999	586.661242226304	99999	417.392222933442	99999	99999	99999	240.849520433293	99999	99999	203.789325905778	655.972865272578	99999	99999	99999	99999	99999
99999	99999	99999	99999	491.412213471222	99999	448.552475912182	99999	661.311861138734	99999	99999	99999	99999	99999	160.207676595292	99999	99999	302.540406975971	99999	508.0149146194
99999	99999	586.661242226304	491.412213471222	99999	99999	517.133468494874	99999	441.414431546974	927.538179697801	657.402578209844	99999	99999	405.464788089366	442.838219732195	99999	625.958147851874	683.087553992435	99999	596.130444288231
434.573118005254	99999	99999	99999	99999	99999	99999	353.642404378108	660.372323674897	99999	99999	99999	99999	99999	99999	310.416434099838	313.866398590129	99999	454.511388157468	99999
99999	99999	417.392222933442	448.552475912182	517.133468494874	99999	99999	99999	99999	99999	644.082608230797	99999	99999	436.346428484134	288.785790293584	99999	99999	344.54594342897	99999	99999
218.228645458088	99999	99999	99999	99999	353.642404378108	99999	99999	99999	99999	99999	521.587595163728	99999	99999	99999	663.916987056811	469.009520334784	99999	201.519604952323	99999
99999	99999	99999	661.311861138734	441.414431546974	660.372323674897	99999	99999	99999	99999	99999	99999	99999	99999	99999	619.055644986177	397.323067693025	99999	99999	348.634135330657
99999	406.566735371231	99999	99999	927.538179697801	99999	99999	99999	99999	99999	573.623332186534	510.668678924801	447.967549926491	99999	99999	99999	975.183753448203	99999	694.213196588725	99999
99999	354.777896934529	240.849520433293	99999	657.402578209844	99999	644.082608230797	99999	99999	573.623332186534	99999	99999	603.678431189004	268.72785828426	99999	99999	99999	99999	99999	99999
608.535302838981	99999	99999	99999	99999	99999	99999	521.587595163728	99999	510.668678924801	99999	99999	99999	99999	99999	99999	99999	99999	436.413113803372	99999
99999	248.900606061764	99999	99999	99999	99999	99999	99999	99999	447.967549926491	603.678431189004	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	612.249342904	203.789325905778	99999	405.464788089366	99999	436.346428484134	99999	99999	99999	268.72785828426	99999	99999	99999	593.89140628102	99999	99999	99999	99999	99999
99999	99999	655.972865272578	160.207676595292	442.838219732195	99999	288.785790293584	99999	99999	99999	99999	99999	99999	593.89140628102	99999	99999	99999	244.05254649575	99999	633.725909341655
99999	99999	99999	99999	99999	310.416434099838	99999	663.916987056811	619.055644986177	99999	99999	99999	99999	99999	99999	99999	454.027921575302	99999	99999	845.939216454774
647.88035309665	99999	99999	99999	625.958147851874	313.866398590129	99999	469.009520334784	397.323067693025	975.183753448203	99999	99999	99999	99999	99999	454.027921575302	99999	99999	423.953924879904	99999
99999	99999	99999	302.540406975971	683.087553992435	99999	344.54594342897	99999	99999	99999	99999	99999	99999	99999	244.05254649575	99999	99999	99999	99999	99999
411.558977699785	99999	99999	99999	99999	454.511388157468	99999	201.519604952323	99999	694.213196588725	99999	436.413113803372	99999	99999	99999	99999	423.953924879904	99999	99999	99999
99999	99999	99999	508.0149146194	596.130444288231	99999	99999	99999	348.634135330657	99999	99999	99999	99999	99999	633.725909341655	845.939216454774	99999	99999	99999	99999
